DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,MOSTREL_CCITENSHIP,TYPE_RES_PERMIT_REASON,TYPE_RES_PERMIT,AGE,MARITAL_STATUS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_MOSTREL_CCITENSHIP,NOTE_TYPE_RES_PERMIT_REASON,NOTE_TYPE_RES_PERMIT,NOTE_AGE,NOTE_MARITAL_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,1,2020,2136800,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,1,2021,1979959,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,1,2022,2121451,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,1,2023,2301003,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,1,2024,2254679,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2015,1626615,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2016,1606607,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2017,1537554,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2018,1480066,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2019,1478231,,,,,,,,,,,,,
IT1:29_348_DF_DCIS_PERMSOGG1_7(1.0),A,IT,RESPER,9,WORLD,ALL,TOTAL,TOTAL,2,2020,1443365,,,,,,,,,,,,,
