"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","POSIZPROF","Professional status","CARATT_OCC","Temporary employees","TIME","Select time","Value","Flag Codes","Flags"
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",39.093,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",42.493,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",36.075,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",39.81,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",34.039,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",47.181,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",36.78,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",37.835,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",44.226,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",51.502,,
"ITE","Centro (I)","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",38.127,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019","2019",28.668,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q1","Q1-2019",23.948,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q2","Q2-2019",27.192,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q4","Q4-2019",28.25,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2019-Q3","Q3-2019",35.281,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020","2020",21.763,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q2","Q2-2020",17.301,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q1","Q1-2020",18.256,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q3","Q3-2020",27.177,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2020-Q4","Q4-2020",24.317,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021","2021",28.069,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022","2022",30.217,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023","2023",29.35,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q1","Q1-2021",28.565,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q2","Q2-2021",24.166,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q3","Q3-2021",33.835,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2021-Q4","Q4-2021",25.712,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q1","Q1-2022",24.573,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q2","Q2-2022",27.082,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q3","Q3-2022",36.489,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2022-Q4","Q4-2022",32.726,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q1","Q1-2023",28.73,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q2","Q2-2023",28.132,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q3","Q3-2023",27.928,,
"ITFG","Mezzogiorno","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","1","temporary employees","2023-Q4","Q4-2023",32.61,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",843.074,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",835.048,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",865.654,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",839.543,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",832.051,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",830.213,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",825.031,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",837.19,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",843.954,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",814.677,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",845.526,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",889.159,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",885.286,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",798.309,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",842.266,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",862.028,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",879.501,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",876.702,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",903.19,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",907.124,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",869.619,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",850.24,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",896.418,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",887.068,,
"IT","Italy","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",907.42,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",445.73,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",442.858,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",451.515,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",446.268,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",442.282,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",415.207,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",401.968,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",419.793,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",430.068,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",409.001,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",425.78,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",438.495,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",455.591,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",403.433,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",415.465,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",437.647,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",446.575,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",415.283,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",433.591,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",447.795,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",457.311,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",445.826,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",440.108,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",462.361,,
"ITCD","Nord","2","females","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",474.07,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",326.81,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",335.997,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",337.763,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",314.619,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",318.861,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",311.226,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",318.225,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",311.865,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",301.132,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",313.682,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",316.123,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",340.46,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",349.184,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",308.75,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",307.48,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",311.317,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",336.947,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",338.994,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",337.243,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",342.941,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",342.661,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",329.463,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",364.61,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",351.406,,
"ITC","Nord-ovest","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",351.257,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",220.918,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",204.446,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",225.509,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",231.668,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",222.05,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",229.596,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",222.771,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",227.61,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",244.685,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",223.317,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",236.633,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",244.226,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",234.239,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",213.676,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",241.404,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",241.87,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",249.581,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",236.208,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",254.795,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",251.444,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",234.456,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",231.624,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",229.094,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",229.416,,
"ITD","Nord-est","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",246.822,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",188.481,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",193.801,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",185.91,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",188.506,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",185.709,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",185.777,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",182.767,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",195.817,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",190.248,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",174.275,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",193.139,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",207.496,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",204.486,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",176.659,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",196.069,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",204.562,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",195.265,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",203.887,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",213.66,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",213.293,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",199.143,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",200.894,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",202.318,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",201.954,,
"ITE","Centro (I)","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",212.777,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019","2019",106.865,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q1","Q1-2019",100.805,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q2","Q2-2019",116.471,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q4","Q4-2019",104.75,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2019-Q3","Q3-2019",105.432,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020","2020",103.615,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q2","Q2-2020",101.268,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q1","Q1-2020",101.899,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q3","Q3-2020",107.889,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2020-Q4","Q4-2020",103.403,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021","2021",99.631,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022","2022",96.978,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023","2023",97.377,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q1","Q1-2021",99.224,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q2","Q2-2021",97.312,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q3","Q3-2021",104.278,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2021-Q4","Q4-2021",97.709,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q1","Q1-2022",97.615,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q2","Q2-2022",97.492,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q3","Q3-2022",99.446,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2022-Q4","Q4-2022",93.359,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q1","Q1-2023",88.259,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q2","Q2-2023",100.396,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q3","Q3-2023",104.292,,
"ITFG","Mezzogiorno","1","males","Y15-89","15-89 years","FRG","foreign","1","employees","2","permanent employees","2023-Q4","Q4-2023",96.564,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019","2019",2076.579,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q1","Q1-2019",2027.576,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q2","Q2-2019",2090.579,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q4","Q4-2019",2071.084,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2019-Q3","Q3-2019",2117.074,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020","2020",1932.501,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q2","Q2-2020",1843.539,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q1","Q1-2020",1975.589,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q3","Q3-2020",1988.739,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2020-Q4","Q4-2020",1922.136,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021","2021",1972.926,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022","2022",2067.673,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023","2023",2059.206,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q1","Q1-2021",1823.673,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q2","Q2-2021",1924.919,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q3","Q3-2021",2061.599,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2021-Q4","Q4-2021",2081.513,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q1","Q1-2022",2023.282,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q2","Q2-2022",2076.843,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q3","Q3-2022",2119.235,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2022-Q4","Q4-2022",2051.333,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","1","employees","9","total","2023-Q1","Q1-2023",1973.261,,
