DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,CITIZENSHIP,TYPE_OF_COUPLE,HOUSEHOLD_TYPOLOGY,PRESENCE_IN_ITALY,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS,LANGUAGE,SATISFACTION_LIFE_WORK,DISCRIMINATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_CITIZENSHIP,NOTE_TYPE_OF_COUPLE,NOTE_HOUSEHOLD_TYPOLOGY,NOTE_PRESENCE_IN_ITALY,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS,NOTE_LANGUAGE,NOTE_SATISFACTION_LIFE_WORK,NOTE_DISCRIMINATION,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,AL,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,39.4,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,100,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,7.3,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,75.7,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,GEN1_25,99,ALL,ALL,ALL,ALL,2012,5.2,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,GEN1_50,99,ALL,ALL,ALL,ALL,2012,5.9,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,GEN1_75,99,ALL,ALL,ALL,ALL,2012,5.6,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,GEN2,99,ALL,ALL,ALL,ALL,2012,7.6,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN2_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,19.3,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,48.4,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EU27,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,25.1,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,100,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,16.9,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,63.5,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1_25,99,ALL,ALL,ALL,ALL,2012,7.2,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1_50,99,ALL,ALL,ALL,ALL,2012,6.1,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN1_75,99,ALL,ALL,ALL,ALL,2012,5.9,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,GEN2,99,ALL,ALL,ALL,ALL,2012,17.2,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN2_N1,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,TIMERES_A,99,ALL,ALL,ALL,ALL,2012,15,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,TIMERES_B,99,ALL,ALL,ALL,ALL,2012,33.3,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,EXT_EU27,COUP_FOR,FR_HH,TIMERES_C,99,ALL,ALL,ALL,ALL,2012,34.8,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,MA,COUP_FOR,FR_HH,ALL,99,ALL,ALL,ALL,ALL,2012,100,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,MA,COUP_FOR,FR_HH,BORN_IT,99,ALL,ALL,ALL,ALL,2012,22.4,,,,,,,,,TIP_FAM__IT_HH_N1,,,,,,,,,
IT1:29_956_DF_DCIS_CV_STRA_2(1.0),A,IT,NFOR_PERCP,9,TOTAL,MA,COUP_FOR,FR_HH,GEN1,99,ALL,ALL,ALL,ALL,2012,58.9,,,,,,,,,TIP_FAM__IT_HH_N1,PRES_LUOGO__GEN1_N1,,,,,,,,
